AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Rate,CHSPE Completer (Rate),Adult Ed. HS Diploma (Rate),SPED Certificate (Rate),GED Completer (Rate),Other Transfer (Rate),Still Enrolled (%),Dropout Rate (%),Graduation Rate (%),,,
2016-17,C,12,,,Humboldt,,,All,All,RI,122,12.3,1.9,5.7,0.0,0.0,0.8,0.0,0.8,0.033,0.082,0.869,,,
2016-17,C,12,,,Humboldt,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,12,,,Humboldt,,,All,All,RT,99,24.0,2.7,13.3,0.0,0.0,0.0,0.0,0.0,0.091,0.152,0.758,,,
2016-17,C,12,,,Humboldt,,,All,All,RW,862,38.1,8.2,16.4,0.9,0.0,0.0,0.0,1.2,0.046,0.086,0.847,,,
2016-17,C,12,,,Humboldt,,,All,All,SD,258,4.5,0.6,1.7,0.4,0.0,0.8,0.0,1.9,0.155,0.128,0.686,,,
2016-17,C,12,,,Humboldt,,,All,All,SE,62,10.9,5.5,5.5,0.0,0.0,1.6,0.0,1.6,0.032,0.048,0.887,,,
2016-17,C,12,,,Humboldt,,,All,All,SF,36,12.5,0.0,4.2,0.0,0.0,0.0,0.0,2.8,0.111,0.194,0.667,,,
2016-17,C,12,,,Humboldt,,,All,All,SH,180,8.9,6.5,3.3,0.0,0.0,0.0,0.0,1.7,0.089,0.211,0.683,,,
2016-17,C,12,,,Humboldt,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,12,,,Humboldt,,,All,All,SS,915,20.9,4.6,8.3,0.2,0.0,0.2,0.1,1.4,0.058,0.122,0.8,,,
2016-17,C,12,,,Humboldt,,,All,All,TA,1369,32.2,7.3,13.5,0.7,0.0,0.1,0.1,1.2,0.045,0.091,0.843,,,
2016-17,C,13,,,Imperial,,,All,All,GF,1451,34.7,13.3,20.2,0.1,0.1,0.1,0.1,2.3,0.034,0.052,0.887,,,
2016-17,C,13,,,Imperial,,,All,All,GM,1520,27.2,8.8,17.8,0.2,0.2,0.1,0.0,3.4,0.057,0.047,0.857,,,
2016-17,C,13,,,Imperial,,,All,All,RA,25,86.4,22.7,59.1,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.88,,,
2016-17,C,13,,,Imperial,,,All,All,RB,22,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.045,0.909,,,
2016-17,C,13,,,Imperial,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,13,,,Imperial,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,13,,,Imperial,,,All,All,RH,2702,29.3,11.8,18.8,0.1,0.1,0.1,0.0,2.7,0.044,0.048,0.876,,,
2016-17,C,13,,,Imperial,,,All,All,RI,23,15.4,0.0,7.7,0.0,0.0,4.3,0.0,39.1,0,0,0.565,,,
2016-17,C,13,,,Imperial,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,13,,,Imperial,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,13,,,Imperial,,,All,All,RW,174,49.3,1.3,20.0,0.6,0.0,0.0,0.0,2.3,0.04,0.069,0.862,,,
2016-17,C,13,,,Imperial,,,All,All,SD,271,2.3,0.5,11.6,0.0,0.0,1.1,0.0,1.8,0.114,0.059,0.797,,,
2016-17,C,13,,,Imperial,,,All,All,SE,1019,10.6,8.3,7.0,0.0,0.1,0.1,0.0,3.6,0.065,0.071,0.826,,,
2016-17,C,13,,,Imperial,,,All,All,SF,24,6.3,0.0,6.3,0.0,4.2,0.0,0.0,0.0,0.167,0.125,0.667,,,
2016-17,C,13,,,Imperial,,,All,All,SH,353,19.4,7.7,9.9,0.3,0.6,0.0,0.0,5.4,0.065,0.068,0.805,,,
2016-17,C,13,,,Imperial,,,All,All,SM,560,21.6,12.2,12.4,0.0,0.2,0.2,0.0,4.1,0.059,0.061,0.836,,,
2016-17,C,13,,,Imperial,,,All,All,SS,2475,25.9,12.3,16.2,0.2,0.2,0.1,0.0,3.4,0.053,0.053,0.855,,,
2016-17,C,13,,,Imperial,,,All,All,TA,2971,30.9,11.0,19.0,0.2,0.1,0.1,0.0,2.9,0.045,0.05,0.871,,,
2016-17,C,14,,,Inyo,,,All,All,GF,428,35.8,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.21,0.313,0.47,,,
2016-17,C,14,,,Inyo,,,All,All,GM,548,19.1,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.274,0.403,0.316,,,
2016-17,C,14,,,Inyo,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,14,,,Inyo,,,All,All,RB,112,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.384,0.259,,,
2016-17,C,14,,,Inyo,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,14,,,Inyo,,,All,All,RH,686,20.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.27,0.413,0.315,,,
2016-17,C,14,,,Inyo,,,All,All,RI,32,33.3,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.031,0.094,0.844,,,
2016-17,C,14,,,Inyo,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,14,,,Inyo,,,All,All,RT,15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.133,0.667,,,
2016-17,C,14,,,Inyo,,,All,All,RW,118,45.2,0.0,0.0,0.8,0.0,1.7,0.8,0.0,0.068,0.186,0.712,,,
2016-17,C,14,,,Inyo,,,All,All,SD,114,17.4,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.351,0.412,0.202,,,
2016-17,C,14,,,Inyo,,,All,All,SE,236,9.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.292,0.479,0.225,,,
2016-17,C,14,,,Inyo,,,All,All,SF,45,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.533,0.267,,,
2016-17,C,14,,,Inyo,,,All,All,SH,107,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.551,0.252,,,
2016-17,C,14,,,Inyo,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,14,,,Inyo,,,All,All,SS,901,22.6,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.263,0.384,0.349,,,
2016-17,C,14,,,Inyo,,,All,All,TA,976,28.1,0.0,0.0,0.2,0.0,0.4,0.1,0.0,0.246,0.364,0.383,,,
2016-17,C,15,,,Kern,,,All,All,GF,6581,43.9,2.1,31.5,0.2,0.0,0.5,0.0,0.4,0.04,0.065,0.883,,,
2016-17,C,15,,,Kern,,,All,All,GM,7160,30.0,1.1,22.8,0.2,0.0,0.8,0.0,0.8,0.058,0.099,0.825,,,
2016-17,C,15,,,Kern,,,All,All,RA,299,74.7,0.0,64.4,0.0,0.0,0.7,0.0,0.3,0.013,0.037,0.94,,,
2016-17,C,15,,,Kern,,,All,All,RB,842,27.2,0.0,19.5,0.0,0.0,0.7,0.0,0.2,0.097,0.137,0.757,,,
2016-17,C,15,,,Kern,,,All,All,RD,50,16.7,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.24,0.16,0.6,,,
2016-17,C,15,,,Kern,,,All,All,RF,257,77.6,0.0,46.1,0.0,0.0,0.0,0.0,1.6,0.019,0.012,0.953,,,
2016-17,C,15,,,Kern,,,All,All,RH,8632,34.7,2.5,23.5,0.1,0.0,0.7,0.0,0.6,0.049,0.08,0.857,,,
2016-17,C,15,,,Kern,,,All,All,RI,93,31.9,0.0,27.5,1.1,0.0,1.1,0.0,0.0,0.097,0.14,0.742,,,
2016-17,C,15,,,Kern,,,All,All,RP,26,36.4,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.038,0.115,0.846,,,
2016-17,C,15,,,Kern,,,All,All,RT,181,40.2,0.0,28.0,0.0,0.0,1.1,0.0,0.0,0.039,0.044,0.906,,,
2016-17,C,15,,,Kern,,,All,All,RW,3361,37.5,0.0,33.1,0.5,0.0,0.7,0.0,0.8,0.04,0.086,0.854,,,
2016-17,C,15,,,Kern,,,All,All,SD,1327,2.8,0.0,6.7,0.1,0.0,6.9,0.0,1.0,0.125,0.121,0.674,,,
2016-17,C,15,,,Kern,,,All,All,SE,2014,14.1,1.7,8.6,0.0,0.0,1.1,0.0,1.4,0.075,0.148,0.751,,,
2016-17,C,15,,,Kern,,,All,All,SF,197,8.4,0.0,5.6,0.0,0.0,1.5,0.0,3.0,0.132,0.279,0.543,,,
2016-17,C,15,,,Kern,,,All,All,SH,1392,23.9,0.7,20.0,0.0,0.0,0.4,0.1,0.6,0.069,0.156,0.764,,,
2016-17,C,15,,,Kern,,,All,All,SM,559,34.2,4.7,20.0,0.0,0.0,0.2,0.0,1.4,0.054,0.098,0.832,,,
2016-17,C,15,,,Kern,,,All,All,SS,10964,31.8,2.0,22.2,0.1,0.0,0.8,0.0,0.7,0.058,0.097,0.83,,,
2016-17,C,15,,,Kern,,,All,All,TA,13741,36.9,1.6,27.1,0.2,0.0,0.7,0.0,0.6,0.049,0.083,0.853,,,
2016-17,C,16,,,Kings,,,All,All,GF,1112,47.6,5.2,9.2,0.1,0.1,0.7,0.1,2.0,0.033,0.068,0.869,,,
2016-17,C,16,,,Kings,,,All,All,GM,1099,33.1,2.1,8.1,0.1,0.0,0.7,0.1,2.9,0.073,0.109,0.78,,,
2016-17,C,16,,,Kings,,,All,All,RA,30,61.5,3.8,30.8,0.0,0.0,0.0,0.0,0.0,0,0.133,0.867,,,
2016-17,C,16,,,Kings,,,All,All,RB,116,37.6,0.0,9.7,0.0,0.0,0.0,0.0,2.6,0.043,0.129,0.802,,,
2016-17,C,16,,,Kings,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,16,,,Kings,,,All,All,RF,53,77.6,2.0,12.2,0.0,0.0,0.0,0.0,0.0,0.057,0.019,0.925,,,
2016-17,C,16,,,Kings,,,All,All,RH,1398,36.9,5.7,5.6,0.0,0.1,0.9,0.1,3.2,0.058,0.089,0.81,,,
2016-17,C,16,,,Kings,,,All,All,RI,39,21.2,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.026,0.077,0.846,,,
2016-17,C,16,,,Kings,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,16,,,Kings,,,All,All,RT,25,42.9,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.56,,,
2016-17,C,16,,,Kings,,,All,All,RW,541,47.4,0.2,15.0,0.4,0.0,0.4,0.0,1.1,0.039,0.081,0.861,,,
2016-17,C,16,,,Kings,,,All,All,SD,235,4.7,0.0,0.0,0.0,0.4,6.8,0.4,3.0,0.128,0.128,0.638,,,
2016-17,C,16,,,Kings,,,All,All,SE,358,15.4,4.4,0.7,0.0,0.0,0.8,0.3,4.5,0.081,0.101,0.763,,,
2016-17,C,16,,,Kings,,,All,All,SF,40,15.8,0.0,5.3,0.0,0.0,5.0,0.0,5.0,0.15,0.275,0.475,,,
2016-17,C,16,,,Kings,,,All,All,SH,133,26.1,4.5,6.8,0.0,0.8,0.0,0.8,3.8,0.075,0.211,0.662,,,
2016-17,C,16,,,Kings,,,All,All,SM,110,46.7,16.3,9.8,0.0,0.0,0.0,0.0,1.8,0.091,0.055,0.836,,,
2016-17,C,16,,,Kings,,,All,All,SS,1620,34.0,4.9,6.5,0.0,0.1,0.9,0.1,2.8,0.067,0.104,0.789,,,
2016-17,C,16,,,Kings,,,All,All,TA,2211,40.8,3.7,8.7,0.1,0.0,0.7,0.1,2.4,0.053,0.089,0.825,,,
2016-17,C,17,,,Lake,,,All,All,GF,352,33.2,0.7,5.9,0.0,0.0,0.0,0.0,8.5,0.023,0.071,0.821,,,
2016-17,C,17,,,Lake,,,All,All,GM,374,22.8,0.0,3.1,0.3,0.0,0.5,0.0,12.6,0.061,0.112,0.693,,,
2016-17,C,17,,,Lake,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,17,,,Lake,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,17,,,Lake,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,17,,,Lake,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,17,,,Lake,,,All,All,RH,215,26.3,0.6,3.8,0.0,0.0,0.5,0.0,15.8,0.037,0.056,0.744,,,
2016-17,C,17,,,Lake,,,All,All,RI,24,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.083,0.167,0.667,,,
2016-17,C,17,,,Lake,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,17,,,Lake,,,All,All,RT,42,26.7,0.0,10.0,2.4,0.0,0.0,0.0,4.8,0.048,0.167,0.714,,,
2016-17,C,17,,,Lake,,,All,All,RW,419,30.0,0.3,5.0,0.0,0.0,0.2,0.0,8.8,0.043,0.103,0.764,,,
2016-17,C,17,,,Lake,,,All,All,SD,94,3.8,0.0,0.0,0.0,0.0,2.1,0.0,12.8,0.128,0.17,0.553,,,
2016-17,C,17,,,Lake,,,All,All,SE,74,20.0,0.0,2.2,0.0,0.0,0.0,0.0,23.0,0.068,0.095,0.608,,,
2016-17,C,17,,,Lake,,,All,All,SF,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.091,0.364,0.364,,,
2016-17,C,17,,,Lake,,,All,All,SH,138,15.7,0.0,2.4,0.0,0.0,0.0,0.0,13.0,0.065,0.203,0.601,,,
2016-17,C,17,,,Lake,,,All,All,SM,43,25.8,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0,0.07,0.721,,,
2016-17,C,17,,,Lake,,,All,All,SS,604,24.1,0.2,4.6,0.0,0.0,0.3,0.0,12.6,0.048,0.101,0.722,,,
2016-17,C,17,,,Lake,,,All,All,TA,726,28.3,0.4,4.6,0.1,0.0,0.3,0.0,10.6,0.043,0.092,0.755,,,
2016-17,C,18,,,Lassen,,,All,All,GF,197,16.2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.025,0.056,0.909,,,
2016-17,C,18,,,Lassen,,,All,All,GM,204,12.8,0.0,0.0,0.0,0.0,1.0,0.0,4.4,0.005,0.059,0.882,,,
2016-17,C,18,,,Lassen,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,RH,59,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.017,0.102,0.864,,,
2016-17,C,18,,,Lassen,,,All,All,RI,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.04,0,0.88,,,
2016-17,C,18,,,Lassen,,,All,All,RP,12,22.2,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.083,0.083,0.75,,,
2016-17,C,18,,,Lassen,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,RW,292,15.5,0.0,0.0,0.0,0.0,0.7,0.0,2.4,0.01,0.055,0.904,,,
2016-17,C,18,,,Lassen,,,All,All,SD,48,2.6,0.0,0.0,0.0,0.0,6.3,0.0,2.1,0.021,0.083,0.813,,,
2016-17,C,18,,,Lassen,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,SF,17,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.176,0.765,,,
2016-17,C,18,,,Lassen,,,All,All,SH,21,5.9,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0,0.095,0.81,,,
2016-17,C,18,,,Lassen,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,18,,,Lassen,,,All,All,SS,225,9.0,0.0,0.0,0.0,0.0,0.9,0.0,4.0,0.027,0.089,0.836,,,
2016-17,C,18,,,Lassen,,,All,All,TA,401,14.5,0.0,0.0,0.0,0.0,0.7,0.0,2.5,0.015,0.057,0.895,,,
2016-17,C,19,,,Los Angeles,,,All,All,GF,59469,61.9,14.1,24.8,0.2,0.0,0.6,0.0,1.4,0.055,0.077,0.845,,,
2016-17,C,19,,,Los Angeles,,,All,All,GM,62397,49.8,7.8,18.9,0.2,0.0,1.1,0.0,2.3,0.078,0.114,0.772,,,
2016-17,C,19,,,Los Angeles,,,All,All,RA,9867,77.9,14.8,48.0,0.4,0.0,0.5,0.0,0.7,0.017,0.028,0.939,,,
2016-17,C,19,,,Los Angeles,,,All,All,RB,9925,46.1,1.9,10.3,0.1,0.0,1.4,0.0,1.6,0.091,0.144,0.734,,,
2016-17,C,19,,,Los Angeles,,,All,All,RD,1661,54.2,5.9,12.9,0.2,0.0,0.2,0.0,4.3,0.305,0.362,0.285,,,
2016-17,C,19,,,Los Angeles,,,All,All,RF,3331,72.0,6.8,36.3,0.2,0.0,0.8,0.0,0.6,0.025,0.028,0.931,,,
2016-17,C,19,,,Los Angeles,,,All,All,RH,76325,51.7,13.0,16.9,0.1,0.0,0.9,0.0,2.1,0.068,0.101,0.8,,,
2016-17,C,19,,,Los Angeles,,,All,All,RI,571,51.0,5.4,14.9,0.0,0.0,0.5,0.0,1.9,0.338,0.215,0.422,,,
2016-17,C,19,,,Los Angeles,,,All,All,RP,480,47.1,2.8,12.7,0.2,0.0,0.4,0.0,1.5,0.035,0.125,0.819,,,
2016-17,C,19,,,Los Angeles,,,All,All,RT,2131,60.2,6.3,26.2,0.3,0.1,0.2,0.1,1.6,0.093,0.081,0.802,,,
2016-17,C,19,,,Los Angeles,,,All,All,RW,17575,61.0,7.1,28.9,0.8,0.0,0.7,0.0,1.5,0.048,0.069,0.853,,,
2016-17,C,19,,,Los Angeles,,,All,All,SD,14368,23.9,1.0,4.7,0.1,0.0,7.2,0.0,1.8,0.146,0.129,0.634,,,
2016-17,C,19,,,Los Angeles,,,All,All,SE,18179,33.4,5.0,7.5,0.1,0.0,2.6,0.0,3.7,0.127,0.188,0.621,,,
2016-17,C,19,,,Los Angeles,,,All,All,SF,2557,25.6,3.1,5.9,0.0,0.0,1.3,0.2,2.9,0.185,0.299,0.473,,,
2016-17,C,19,,,Los Angeles,,,All,All,SH,9040,39.1,8.2,12.9,0.1,0.0,0.7,0.0,3.4,0.109,0.15,0.698,,,
2016-17,C,19,,,Los Angeles,,,All,All,SM,507,42.1,18.8,12.7,0.2,0.0,0.4,0.0,1.0,0.097,0.049,0.838,,,
2016-17,C,19,,,Los Angeles,,,All,All,SS,94813,52.0,11.3,18.0,0.1,0.0,0.9,0.0,2.1,0.079,0.106,0.783,,,
2016-17,C,19,,,Los Angeles,,,All,All,TA,121866,56.0,11.0,21.9,0.2,0.0,0.9,0.0,1.8,0.066,0.096,0.808,,,
2016-17,C,20,,,Madera,,,All,All,GF,1041,46.5,6.5,26.4,0.1,0.4,0.0,0.0,1.8,0.045,0.055,0.877,,,
2016-17,C,20,,,Madera,,,All,All,GM,1217,29.8,2.1,17.1,0.2,0.4,0.8,0.0,2.9,0.062,0.118,0.776,,,
2016-17,C,20,,,Madera,,,All,All,RA,38,68.8,0.0,46.9,0.0,0.0,2.6,0.0,0.0,0.079,0.053,0.842,,,
2016-17,C,20,,,Madera,,,All,All,RB,50,34.1,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.82,,,
2016-17,C,20,,,Madera,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,20,,,Madera,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,20,,,Madera,,,All,All,RH,1550,36.7,6.3,18.9,0.1,0.6,0.4,0.0,2.7,0.057,0.1,0.806,,,
2016-17,C,20,,,Madera,,,All,All,RI,18,30.8,0.0,7.7,0.0,0.0,0.0,0.0,5.6,0.111,0.111,0.722,,,
2016-17,C,20,,,Madera,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,20,,,Madera,,,All,All,RT,29,39.1,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.138,0.069,0.793,,,
2016-17,C,20,,,Madera,,,All,All,RW,562,39.3,0.0,27.7,0.4,0.0,0.4,0.0,2.0,0.041,0.059,0.874,,,
2016-17,C,20,,,Madera,,,All,All,SD,241,8.8,0.0,6.8,0.0,0.0,4.1,0.0,6.2,0.141,0.141,0.614,,,
2016-17,C,20,,,Madera,,,All,All,SE,375,13.6,0.8,3.7,0.0,1.6,0.3,0.0,4.3,0.107,0.187,0.645,,,
2016-17,C,20,,,Madera,,,All,All,SF,36,14.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.083,0.333,0.583,,,
2016-17,C,20,,,Madera,,,All,All,SH,124,23.5,4.9,7.4,0.0,0.0,0.0,0.0,7.3,0.105,0.169,0.653,,,
2016-17,C,20,,,Madera,,,All,All,SM,113,31.9,5.5,12.1,0.0,0.9,0.0,0.0,1.8,0.053,0.115,0.805,,,
2016-17,C,20,,,Madera,,,All,All,SS,1870,34.2,5.1,18.4,0.0,0.5,0.4,0.0,2.8,0.062,0.103,0.798,,,
2016-17,C,20,,,Madera,,,All,All,TA,2258,38.1,4.3,21.7,0.1,0.4,0.4,0.0,2.4,0.054,0.089,0.823,,,
2016-17,C,21,,,Marin,,,All,All,GF,1196,60.4,23.0,32.4,0.8,0.0,0.3,0.0,0.7,0.028,0.042,0.912,,,
2016-17,C,21,,,Marin,,,All,All,GM,1215,51.9,13.0,24.5,0.7,0.0,0.2,0.1,1.1,0.049,0.086,0.844,,,
2016-17,C,21,,,Marin,,,All,All,RA,121,74.8,25.2,43.2,0.0,0.0,1.7,0.0,1.7,0.025,0.025,0.917,,,
2016-17,C,21,,,Marin,,,All,All,RB,58,22.2,4.4,8.9,0.0,0.0,0.0,0.0,0.0,0.103,0.121,0.776,,,
2016-17,C,21,,,Marin,,,All,All,RD,52,62.0,24.0,42.0,1.9,0.0,0.0,0.0,0.0,0,0.019,0.962,,,
2016-17,C,21,,,Marin,,,All,All,RF,20,72.2,11.1,22.2,5.0,0.0,0.0,0.0,0.0,0,0.05,0.9,,,
2016-17,C,21,,,Marin,,,All,All,RH,711,33.9,9.9,8.6,0.0,0.0,0.3,0.0,2.4,0.079,0.143,0.751,,,
2016-17,C,21,,,Marin,,,All,All,RI,13,27.3,0.0,9.1,7.7,0.0,0.0,0.0,0.0,0.077,0,0.846,,,
2016-17,C,21,,,Marin,,,All,All,RP,11,50.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.091,0,0.909,,,
2016-17,C,21,,,Marin,,,All,All,RT,37,67.7,22.6,48.4,0.0,0.0,0.0,2.7,0.0,0.027,0.108,0.838,,,
2016-17,C,21,,,Marin,,,All,All,RW,1388,64.7,21.3,35.5,1.2,0.0,0.2,0.0,0.1,0.017,0.026,0.942,,,
2016-17,C,21,,,Marin,,,All,All,SD,316,19.1,2.5,8.5,0.9,0.0,2.2,0.0,0.0,0.114,0.108,0.747,,,
2016-17,C,21,,,Marin,,,All,All,SE,261,10.7,5.7,1.4,0.0,0.0,1.1,0.0,5.0,0.138,0.264,0.536,,,
2016-17,C,21,,,Marin,,,All,All,SF,19,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.368,0.474,,,
2016-17,C,21,,,Marin,,,All,All,SH,126,39.8,4.1,4.1,0.0,0.0,0.0,0.8,0.0,0.087,0.127,0.778,,,
2016-17,C,21,,,Marin,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,21,,,Marin,,,All,All,SS,826,31.3,8.1,9.4,0.1,0.0,0.4,0.1,1.9,0.084,0.148,0.743,,,
2016-17,C,21,,,Marin,,,All,All,TA,2411,56.3,18.1,28.6,0.8,0.0,0.3,0.0,0.9,0.038,0.064,0.878,,,
2016-17,C,22,,,Mariposa,,,All,All,GF,68,31.7,0.0,31.7,1.5,0.0,1.5,0.0,0.0,0.015,0.029,0.926,,,
2016-17,C,22,,,Mariposa,,,All,All,GM,81,18.9,0.0,16.2,0.0,0.0,2.5,0.0,1.2,0.012,0.037,0.914,,,
2016-17,C,22,,,Mariposa,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RH,21,17.6,0.0,5.9,4.8,0.0,0.0,0.0,0.0,0.048,0.095,0.81,,,
2016-17,C,22,,,Mariposa,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,RW,109,24.5,0.0,23.5,0.0,0.0,2.8,0.0,0.0,0.009,0.028,0.936,,,
2016-17,C,22,,,Mariposa,,,All,All,SD,26,10.0,0.0,15.0,0.0,0.0,11.5,0.0,0.0,0.038,0.077,0.769,,,
2016-17,C,22,,,Mariposa,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,SH,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,22,,,Mariposa,,,All,All,SS,87,16.0,0.0,16.0,1.1,0.0,3.4,0.0,1.1,0.023,0.057,0.862,,,
2016-17,C,22,,,Mariposa,,,All,All,TA,149,24.8,0.0,23.4,0.7,0.0,2.0,0.0,0.7,0.013,0.034,0.919,,,
2016-17,C,23,,,Mendocino,,,All,All,GF,490,34.5,12.8,6.1,0.6,0.0,1.0,0.0,2.7,0.024,0.069,0.863,,,
2016-17,C,23,,,Mendocino,,,All,All,GM,541,20.8,6.0,3.8,0.4,0.0,2.0,0.0,3.7,0.05,0.115,0.774,,,
2016-17,C,23,,,Mendocino,,,All,All,RA,13,76.9,38.5,15.4,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2016-17,C,23,,,Mendocino,,,All,All,RB,13,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.077,0.154,0.692,,,
2016-17,C,23,,,Mendocino,,,All,All,RD,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0,0.545,0.364,,,
2016-17,C,23,,,Mendocino,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2016-17,C,23,,,Mendocino,,,All,All,RH,383,25.1,17.1,6.4,0.0,0.0,1.3,0.0,2.9,0.037,0.068,0.854,,,
2016-17,C,23,,,Mendocino,,,All,All,RI,80,11.5,0.0,0.0,0.0,0.0,2.5,0.0,1.3,0.075,0.125,0.763,,,
2016-17,C,23,,,Mendocino,,,All,All,RT,22,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0.182,0.773,,,
