AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Rate,CHSPE Completer (Rate),Adult Ed. HS Diploma (Rate),SPED Certificate (Rate),GED Completer (Rate),Other Transfer (Rate),Still Enrolled (%),Dropout Rate (%),Graduation Rate (%),,,
2019-20,C,54,,,Tulare,,,All,All,SD,600,9.8,0.0,2.5,0.0,0.0,0.7,0.0,2.7,0.077,0.227,0.663,,,
2019-20,C,54,,,Tulare,,,All,All,SE,1193,18.4,2.9,2.2,0.0,0.0,0.3,0.0,3.2,0.063,0.127,0.776,,,
2019-20,C,54,,,Tulare,,,All,All,SF,142,17.4,3.5,5.8,0.0,0.0,0.7,0.0,4.2,0.077,0.268,0.606,,,
2019-20,C,54,,,Tulare,,,All,All,SH,340,30.0,8.6,7.4,0.0,0.3,0.3,0.0,3.2,0.065,0.141,0.756,,,
2019-20,C,54,,,Tulare,,,All,All,SM,370,39.9,15.3,9.7,0.0,0.0,0.3,0.0,3.0,0.046,0.054,0.868,,,
2019-20,C,54,,,Tulare,,,All,All,SS,6448,36.7,8.7,13.1,0.1,0.0,0.1,0.0,1.9,0.036,0.077,0.867,,,
2019-20,C,54,,,Tulare,,,All,All,TA,7488,39.4,8.3,15.7,0.1,0.0,0.1,0.0,1.7,0.032,0.07,0.879,,,
2019-20,C,55,,,Tuolumne,,,All,All,GF,253,31.4,0.0,11.9,0.4,2.0,0.8,0.0,0.8,0.004,0.063,0.893,,,
2019-20,C,55,,,Tuolumne,,,All,All,GM,256,20.8,0.0,5.7,0.0,3.5,1.2,0.0,2.3,0.004,0.098,0.828,,,
2019-20,C,55,,,Tuolumne,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,RH,93,22.8,0.0,6.3,0.0,1.1,1.1,0.0,0.0,0.011,0.118,0.849,,,
2019-20,C,55,,,Tuolumne,,,All,All,RI,13,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2019-20,C,55,,,Tuolumne,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,RT,23,41.2,0.0,11.8,0.0,0.0,4.3,0.0,4.3,0,0.174,0.739,,,
2019-20,C,55,,,Tuolumne,,,All,All,RW,363,26.8,0.0,9.9,0.3,3.3,0.8,0.0,1.9,0.003,0.069,0.865,,,
2019-20,C,55,,,Tuolumne,,,All,All,SD,65,10.0,0.0,2.5,0.0,6.2,7.7,0.0,4.6,0.031,0.169,0.615,,,
2019-20,C,55,,,Tuolumne,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,55,,,Tuolumne,,,All,All,SF,16,18.2,0.0,0.0,6.3,6.3,0.0,0.0,6.3,0,0.125,0.688,,,
2019-20,C,55,,,Tuolumne,,,All,All,SH,36,16.0,0.0,8.0,2.8,2.8,0.0,0.0,5.6,0.028,0.167,0.694,,,
2019-20,C,55,,,Tuolumne,,,All,All,SS,298,14.8,0.0,4.9,0.3,3.0,1.3,0.0,2.7,0.007,0.104,0.815,,,
2019-20,C,55,,,Tuolumne,,,All,All,TA,509,26.3,0.0,8.9,0.2,2.8,1.0,0.0,1.6,0.004,0.081,0.861,,,
2019-20,C,56,,,Ventura,,,All,All,GF,5329,53.0,13.5,34.9,0.4,0.1,0.8,0.1,0.5,0.059,0.051,0.871,,,
2019-20,C,56,,,Ventura,,,All,All,GM,5555,41.0,7.6,26.0,0.3,0.1,1.0,0.2,0.7,0.071,0.092,0.813,,,
2019-20,C,56,,,Ventura,,,All,All,RA,501,79.1,17.3,59.5,0.2,0.0,1.2,0.0,0.6,0.016,0.018,0.946,,,
2019-20,C,56,,,Ventura,,,All,All,RB,170,39.9,4.7,19.6,0.0,0.0,0.6,0.6,0.6,0.035,0.076,0.871,,,
2019-20,C,56,,,Ventura,,,All,All,RD,57,91.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.07,0.702,0.211,,,
2019-20,C,56,,,Ventura,,,All,All,RF,237,65.7,7.9,53.7,0.0,0.0,2.1,0.0,0.0,0.025,0.042,0.911,,,
2019-20,C,56,,,Ventura,,,All,All,RH,6039,36.4,11.8,20.5,0.1,0.1,0.9,0.1,0.6,0.094,0.088,0.8,,,
2019-20,C,56,,,Ventura,,,All,All,RI,33,52.2,17.4,43.5,0.0,0.0,3.0,0.0,0.0,0.152,0.121,0.697,,,
2019-20,C,56,,,Ventura,,,All,All,RP,22,40.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.091,0.909,,,
2019-20,C,56,,,Ventura,,,All,All,RT,293,59.9,11.3,43.2,1.0,0.0,1.4,0.3,1.0,0.031,0.055,0.877,,,
2019-20,C,56,,,Ventura,,,All,All,RW,3532,56.4,8.1,39.4,0.7,0.2,0.8,0.2,0.7,0.029,0.045,0.9,,,
2019-20,C,56,,,Ventura,,,All,All,SD,1377,8.1,0.4,7.2,0.2,0.1,7.3,0.1,0.7,0.118,0.121,0.676,,,
2019-20,C,56,,,Ventura,,,All,All,SE,1423,18.5,6.4,7.9,0.0,0.1,0.4,0.0,0.9,0.162,0.171,0.653,,,
2019-20,C,56,,,Ventura,,,All,All,SF,133,20.9,3.0,10.4,0.0,0.0,0.8,0.0,2.3,0.248,0.218,0.504,,,
2019-20,C,56,,,Ventura,,,All,All,SH,1134,34.7,8.5,20.5,0.2,0.2,0.8,0.3,1.1,0.14,0.137,0.698,,,
2019-20,C,56,,,Ventura,,,All,All,SM,179,33.8,16.9,16.2,0.0,0.0,0.0,0.0,0.0,0.168,0.106,0.726,,,
2019-20,C,56,,,Ventura,,,All,All,SS,6684,35.4,10.4,21.0,0.2,0.1,1.0,0.2,0.8,0.096,0.096,0.785,,,
2019-20,C,56,,,Ventura,,,All,All,TA,10884,47.1,10.6,30.5,0.4,0.1,0.9,0.2,0.6,0.065,0.072,0.842,,,
2019-20,C,57,,,Yolo,,,All,All,GF,1153,58.8,20.2,29.4,0.9,0.0,0.8,0.0,0.8,0.011,0.043,0.921,,,
2019-20,C,57,,,Yolo,,,All,All,GM,1233,49.2,14.0,21.9,0.2,0.0,0.9,0.0,1.7,0.031,0.088,0.853,,,
2019-20,C,57,,,Yolo,,,All,All,RA,247,74.6,23.8,40.0,0.4,0.0,0.0,0.0,0.0,0,0.024,0.972,,,
2019-20,C,57,,,Yolo,,,All,All,RB,71,32.8,9.8,9.8,1.4,0.0,1.4,0.0,0.0,0.028,0.085,0.859,,,
2019-20,C,57,,,Yolo,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,57,,,Yolo,,,All,All,RF,43,67.4,14.0,25.6,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2019-20,C,57,,,Yolo,,,All,All,RH,1151,40.8,16.5,15.2,0.1,0.0,1.0,0.0,1.8,0.032,0.092,0.846,,,
2019-20,C,57,,,Yolo,,,All,All,RI,11,37.5,0.0,12.5,0.0,0.0,0.0,0.0,9.1,0,0.182,0.727,,,
2019-20,C,57,,,Yolo,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,57,,,Yolo,,,All,All,RT,74,65.2,15.9,36.2,2.7,0.0,1.4,0.0,1.4,0.014,0,0.932,,,
2019-20,C,57,,,Yolo,,,All,All,RW,774,65.3,17.0,35.9,0.8,0.0,0.8,0.0,0.9,0.014,0.048,0.913,,,
2019-20,C,57,,,Yolo,,,All,All,SD,280,17.1,3.0,8.0,0.7,0.0,7.1,0.0,2.5,0.061,0.125,0.711,,,
2019-20,C,57,,,Yolo,,,All,All,SE,303,20.6,3.7,4.1,0.3,0.0,2.0,0.0,3.3,0.069,0.155,0.719,,,
2019-20,C,57,,,Yolo,,,All,All,SF,35,29.2,8.3,12.5,0.0,0.0,0.0,0.0,8.6,0.057,0.171,0.686,,,
2019-20,C,57,,,Yolo,,,All,All,SH,107,28.8,6.8,9.6,0.0,0.0,1.9,0.0,3.7,0.047,0.215,0.682,,,
2019-20,C,57,,,Yolo,,,All,All,SM,51,42.1,39.5,21.1,0.0,0.0,0.0,0.0,0.0,0.137,0.118,0.745,,,
2019-20,C,57,,,Yolo,,,All,All,SS,1436,38.1,11.2,13.3,0.2,0.0,1.1,0.0,1.8,0.03,0.093,0.845,,,
2019-20,C,57,,,Yolo,,,All,All,TA,2386,54.0,17.1,25.6,0.5,0.0,0.8,0.0,1.3,0.021,0.067,0.886,,,
2019-20,C,58,,,Yuba,,,All,All,GF,514,35.2,2.9,4.7,0.0,0.0,0.6,0.2,0.0,0.056,0.068,0.868,,,
2019-20,C,58,,,Yuba,,,All,All,GM,542,25.1,0.9,2.8,0.0,0.0,0.7,0.0,0.0,0.077,0.127,0.788,,,
2019-20,C,58,,,Yuba,,,All,All,RA,75,44.4,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.027,0.013,0.96,,,
2019-20,C,58,,,Yuba,,,All,All,RB,39,10.3,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.128,0.128,0.744,,,
2019-20,C,58,,,Yuba,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,58,,,Yuba,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,58,,,Yuba,,,All,All,RH,410,30.6,5.0,3.5,0.0,0.0,0.7,0.0,0.0,0.076,0.088,0.829,,,
2019-20,C,58,,,Yuba,,,All,All,RI,34,28.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.029,0.235,0.735,,,
2019-20,C,58,,,Yuba,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,58,,,Yuba,,,All,All,RT,62,41.2,0.0,2.0,0.0,0.0,0.0,1.6,0.0,0.081,0.081,0.823,,,
2019-20,C,58,,,Yuba,,,All,All,RW,412,27.8,0.0,2.7,0.0,0.0,0.7,0.0,0.0,0.066,0.117,0.811,,,
2019-20,C,58,,,Yuba,,,All,All,SD,158,1.1,0.0,1.1,0.0,0.0,4.4,0.0,0.0,0.171,0.184,0.601,,,
2019-20,C,58,,,Yuba,,,All,All,SE,141,14.7,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.106,0.121,0.773,,,
2019-20,C,58,,,Yuba,,,All,All,SF,28,13.3,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.143,0.286,0.536,,,
2019-20,C,58,,,Yuba,,,All,All,SH,61,8.8,0.0,8.8,0.0,0.0,1.6,0.0,0.0,0.197,0.23,0.557,,,
2019-20,C,58,,,Yuba,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019-20,C,58,,,Yuba,,,All,All,SS,846,26.2,2.2,4.2,0.0,0.0,0.8,0.1,0.0,0.079,0.116,0.796,,,
2019-20,C,58,,,Yuba,,,All,All,TA,1056,30.2,1.9,3.8,0.0,0.0,0.7,0.1,0.0,0.067,0.098,0.827,,,
2018-19,C,1,,,Alameda,,,All,All,GF,8298,61.5,16.1,31.5,0.4,0.0,0.6,0.0,0.7,0.023,0.056,0.904,,,
2018-19,C,1,,,Alameda,,,All,All,GM,9005,52.6,11.0,26.6,0.5,0.0,1.1,0.0,0.9,0.039,0.097,0.839,,,
2018-19,C,1,,,Alameda,,,All,All,RA,4001,69.9,23.2,53.1,0.6,0.0,0.5,0.0,0.1,0.008,0.027,0.952,,,
2018-19,C,1,,,Alameda,,,All,All,RB,1931,42.2,2.2,7.2,0.2,0.1,1.6,0.1,1.0,0.069,0.107,0.796,,,
2018-19,C,1,,,Alameda,,,All,All,RD,154,48.3,4.3,10.3,0.6,0.0,0.0,0.6,0.6,0.091,0.136,0.753,,,
2018-19,C,1,,,Alameda,,,All,All,RF,1053,59.6,6.4,32.3,0.2,0.0,0.7,0.0,0.4,0.015,0.02,0.953,,,
2018-19,C,1,,,Alameda,,,All,All,RH,5841,46.2,12.4,13.1,0.1,0.0,1.1,0.0,1.4,0.048,0.127,0.798,,,
2018-19,C,1,,,Alameda,,,All,All,RI,46,50.0,8.8,17.6,0.0,0.0,2.2,0.0,4.3,0.043,0.152,0.739,,,
2018-19,C,1,,,Alameda,,,All,All,RP,200,38.7,3.1,17.8,0.0,0.0,2.0,0.0,0.5,0.045,0.115,0.815,,,
2018-19,C,1,,,Alameda,,,All,All,RT,740,61.5,10.3,31.1,0.9,0.0,0.5,0.0,0.9,0.014,0.059,0.903,,,
2018-19,C,1,,,Alameda,,,All,All,RW,3337,64.5,13.0,34.3,1.1,0.0,0.5,0.0,0.4,0.013,0.047,0.919,,,
2018-19,C,1,,,Alameda,,,All,All,SD,1971,23.0,1.6,6.4,0.4,0.0,7.6,0.1,0.7,0.076,0.145,0.693,,,
2018-19,C,1,,,Alameda,,,All,All,SE,2634,30.8,5.5,10.4,0.1,0.0,2.1,0.0,2.0,0.069,0.195,0.694,,,
2018-19,C,1,,,Alameda,,,All,All,SF,175,22.2,2.0,4.0,0.0,0.0,1.7,0.0,1.7,0.143,0.257,0.566,,,
2018-19,C,1,,,Alameda,,,All,All,SH,773,27.7,4.1,6.8,0.0,0.0,1.2,0.0,2.3,0.082,0.309,0.574,,,
2018-19,C,1,,,Alameda,,,All,All,SM,86,29.5,24.4,11.5,0.0,0.0,0.0,0.0,1.2,0.023,0.058,0.907,,,
2018-19,C,1,,,Alameda,,,All,All,SS,9507,46.3,8.8,15.3,0.2,0.0,1.2,0.1,1.1,0.051,0.114,0.81,,,
2018-19,C,1,,,Alameda,,,All,All,TA,17303,57.0,13.5,29.0,0.5,0.0,0.9,0.0,0.8,0.031,0.077,0.87,,,
2018-19,C,3,,,Amador,,,All,All,GF,148,31.1,1.5,12.9,0.0,0.0,2.7,0.0,2.7,0.014,0.041,0.892,,,
2018-19,C,3,,,Amador,,,All,All,GM,158,20.4,1.5,6.6,1.3,0.0,1.3,0.0,2.5,0.019,0.063,0.867,,,
2018-19,C,3,,,Amador,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,RH,60,10.0,2.0,2.0,1.7,0.0,3.3,0.0,3.3,0.017,0.067,0.833,,,
2018-19,C,3,,,Amador,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,RT,26,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.038,0,0.962,,,
2018-19,C,3,,,Amador,,,All,All,RW,201,30.7,1.1,13.1,0.5,0.0,2.0,0.0,3.0,0.01,0.06,0.876,,,
2018-19,C,3,,,Amador,,,All,All,SD,55,2.3,0.0,2.3,0.0,0.0,10.9,0.0,0.0,0.036,0.073,0.782,,,
2018-19,C,3,,,Amador,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,3,,,Amador,,,All,All,SH,18,14.3,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.056,0.167,0.778,,,
2018-19,C,3,,,Amador,,,All,All,SS,169,16.0,0.7,7.6,1.2,0.0,1.8,0.0,3.0,0.03,0.059,0.852,,,
2018-19,C,3,,,Amador,,,All,All,TA,306,25.7,1.5,9.7,0.7,0.0,2.0,0.0,2.6,0.016,0.052,0.879,,,
2018-19,C,4,,,Butte,,,All,All,GF,1195,39.3,10.5,14.0,0.2,0.0,0.6,0.0,0.7,0.013,0.079,0.894,,,
2018-19,C,4,,,Butte,,,All,All,GM,1346,29.1,5.2,9.3,0.1,0.0,1.3,0.0,1.3,0.024,0.126,0.824,,,
2018-19,C,4,,,Butte,,,All,All,RA,156,56.3,7.7,29.6,0.0,0.0,0.0,0.0,0.6,0.006,0.077,0.91,,,
2018-19,C,4,,,Butte,,,All,All,RB,53,13.9,0.0,5.6,0.0,0.0,1.9,0.0,0.0,0.038,0.264,0.679,,,
2018-19,C,4,,,Butte,,,All,All,RD,22,38.9,16.7,5.6,0.0,0.0,0.0,0.0,4.5,0,0.136,0.818,,,
2018-19,C,4,,,Butte,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,4,,,Butte,,,All,All,RH,610,25.9,9.7,5.9,0.2,0.0,1.1,0.0,1.1,0.015,0.098,0.862,,,
2018-19,C,4,,,Butte,,,All,All,RI,87,16.9,0.0,9.2,1.1,0.0,0.0,0.0,1.1,0.069,0.161,0.747,,,
2018-19,C,4,,,Butte,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,4,,,Butte,,,All,All,RT,98,32.9,1.3,11.4,0.0,0.0,0.0,0.0,3.1,0.01,0.153,0.806,,,
2018-19,C,4,,,Butte,,,All,All,RW,1495,36.5,7.9,12.2,0.1,0.0,1.1,0.0,0.8,0.019,0.096,0.865,,,
2018-19,C,4,,,Butte,,,All,All,SD,356,6.6,0.4,7.1,0.6,0.0,6.2,0.0,1.4,0.053,0.188,0.677,,,
2018-19,C,4,,,Butte,,,All,All,SE,125,4.1,0.0,4.1,0.0,0.0,2.4,0.0,0.0,0,0.192,0.784,,,
2018-19,C,4,,,Butte,,,All,All,SF,51,16.7,3.3,6.7,0.0,0.0,3.9,0.0,7.8,0.02,0.275,0.588,,,
2018-19,C,4,,,Butte,,,All,All,SH,597,19.2,2.1,9.9,0.2,0.0,0.8,0.0,1.8,0.027,0.151,0.794,,,
2018-19,C,4,,,Butte,,,All,All,SM,11,11.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0,0.182,0.818,,,
2018-19,C,4,,,Butte,,,All,All,SS,1821,24.3,4.9,10.1,0.1,0.0,1.0,0.0,1.4,0.024,0.127,0.825,,,
2018-19,C,4,,,Butte,,,All,All,TA,2541,34.1,7.8,11.6,0.2,0.0,0.9,0.0,1.0,0.018,0.104,0.857,,,
2018-19,C,5,,,Calaveras,,,All,All,GF,209,39.0,0.0,10.3,0.0,0.0,1.0,0.0,1.0,0,0.048,0.933,,,
2018-19,C,5,,,Calaveras,,,All,All,GM,252,30.5,0.0,9.4,0.8,0.0,3.6,0.0,2.4,0.008,0.04,0.885,,,
2018-19,C,5,,,Calaveras,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,RH,73,25.4,0.0,6.0,0.0,0.0,2.7,0.0,1.4,0,0.041,0.918,,,
2018-19,C,5,,,Calaveras,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,RT,29,48.0,0.0,12.0,0.0,0.0,3.4,0.0,3.4,0,0.069,0.862,,,
2018-19,C,5,,,Calaveras,,,All,All,RW,340,35.4,0.0,10.4,0.6,0.0,2.4,0.0,1.8,0.006,0.041,0.906,,,
2018-19,C,5,,,Calaveras,,,All,All,SD,84,4.8,0.0,1.6,0.0,0.0,13.1,0.0,3.6,0.012,0.083,0.738,,,
2018-19,C,5,,,Calaveras,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,5,,,Calaveras,,,All,All,SF,17,6.7,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0,0.118,0.882,,,
2018-19,C,5,,,Calaveras,,,All,All,SH,77,36.2,0.0,11.6,1.3,0.0,0.0,0.0,2.6,0.013,0.052,0.896,,,
2018-19,C,5,,,Calaveras,,,All,All,SS,315,27.0,0.0,7.6,0.6,0.0,1.9,0.0,2.2,0.006,0.063,0.883,,,
2018-19,C,5,,,Calaveras,,,All,All,TA,461,34.4,0.0,9.8,0.4,0.0,2.4,0.0,1.7,0.004,0.043,0.907,,,
2018-19,C,6,,,Colusa,,,All,All,GF,160,37.6,12.1,7.4,0.0,0.0,1.9,0.0,0.6,0.013,0.031,0.931,,,
2018-19,C,6,,,Colusa,,,All,All,GM,186,23.6,4.3,2.5,0.0,0.0,3.2,0.5,0.5,0.011,0.081,0.866,,,
2018-19,C,6,,,Colusa,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,6,,,Colusa,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,6,,,Colusa,,,All,All,RH,264,25.3,10.5,3.8,0.0,0.0,3.4,0.4,0.4,0.008,0.053,0.898,,,
2018-19,C,6,,,Colusa,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,6,,,Colusa,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,6,,,Colusa,,,All,All,RW,70,50.8,0.0,9.5,0.0,0.0,0.0,0.0,1.4,0.029,0.057,0.9,,,
2018-19,C,6,,,Colusa,,,All,All,SD,44,8.8,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.023,0,0.773,,,
2018-19,C,6,,,Colusa,,,All,All,SE,86,4.1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.012,0.07,0.849,,,
2018-19,C,6,,,Colusa,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,6,,,Colusa,,,All,All,SH,22,12.5,6.3,0.0,0.0,0.0,4.5,0.0,0.0,0.045,0.182,0.727,,,
2018-19,C,6,,,Colusa,,,All,All,SM,23,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.087,0.87,,,
2018-19,C,6,,,Colusa,,,All,All,SS,285,24.8,9.2,3.2,0.0,0.0,3.2,0.4,0.7,0.014,0.067,0.877,,,
2018-19,C,6,,,Colusa,,,All,All,TA,346,30.3,8.1,4.8,0.0,0.0,2.6,0.3,0.6,0.012,0.058,0.896,,,
2018-19,C,7,,,Contra Costa,,,All,All,GF,6876,58.8,23.1,43.9,0.3,0.1,0.7,0.2,0.6,0.023,0.037,0.921,,,
2018-19,C,7,,,Contra Costa,,,All,All,GM,7291,49.1,14.3,35.0,0.3,0.2,1.5,0.2,1.3,0.034,0.066,0.865,,,
2018-19,C,7,,,Contra Costa,,,All,All,RA,1675,77.2,36.6,67.8,0.5,0.1,0.9,0.1,0.2,0.007,0.015,0.961,,,
2018-19,C,7,,,Contra Costa,,,All,All,RB,1383,30.2,3.4,16.0,0.0,0.1,2.0,0.2,1.2,0.056,0.094,0.815,,,
2018-19,C,7,,,Contra Costa,,,All,All,RD,53,36.6,7.3,39.0,0.0,0.0,3.8,0.0,0.0,0.132,0.057,0.774,,,
2018-19,C,7,,,Contra Costa,,,All,All,RF,743,65.3,17.1,49.5,0.4,0.1,2.3,0.0,0.1,0.019,0.022,0.93,,,
2018-19,C,7,,,Contra Costa,,,All,All,RH,4879,39.6,16.6,26.4,0.1,0.1,1.1,0.1,1.9,0.044,0.077,0.846,,,
2018-19,C,7,,,Contra Costa,,,All,All,RI,33,58.6,24.1,37.9,0.0,0.0,0.0,0.0,3.0,0.061,0.03,0.879,,,
2018-19,C,7,,,Contra Costa,,,All,All,RP,116,39.4,8.1,26.3,0.0,0.0,1.7,0.0,0.9,0.034,0.086,0.853,,,
2018-19,C,7,,,Contra Costa,,,All,All,RT,659,60.2,20.8,45.2,0.6,0.3,0.3,0.2,0.2,0.017,0.035,0.933,,,
2018-19,C,7,,,Contra Costa,,,All,All,RW,4626,63.0,18.3,45.5,0.5,0.3,0.9,0.4,0.4,0.013,0.032,0.929,,,
2018-19,C,7,,,Contra Costa,,,All,All,SD,1726,16.4,1.5,11.6,0.1,0.3,9.3,0.1,1.3,0.076,0.097,0.716,,,
2018-19,C,7,,,Contra Costa,,,All,All,SE,1777,20.4,5.0,16.8,0.0,0.0,2.3,0.1,3.4,0.086,0.141,0.716,,,
2018-19,C,7,,,Contra Costa,,,All,All,SF,148,13.3,3.1,11.2,0.0,0.0,2.7,0.7,0.7,0.108,0.189,0.662,,,
2018-19,C,7,,,Contra Costa,,,All,All,SH,505,19.9,4.2,14.4,0.2,0.0,1.0,0.8,3.6,0.095,0.135,0.715,,,
2018-19,C,7,,,Contra Costa,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,7,,,Contra Costa,,,All,All,SS,6954,36.4,11.6,26.0,0.1,0.2,1.4,0.2,1.7,0.049,0.087,0.827,,,
2018-19,C,7,,,Contra Costa,,,All,All,TA,14167,53.9,18.7,39.5,0.3,0.2,1.1,0.2,1.0,0.028,0.052,0.892,,,
2018-19,C,8,,,Del Norte,,,All,All,GF,169,20.4,4.2,12.0,0.0,0.0,2.4,0.0,0.6,0.053,0.077,0.84,,,
2018-19,C,8,,,Del Norte,,,All,All,GM,162,18.5,5.0,9.2,0.0,0.0,0.0,0.0,0.0,0.142,0.123,0.735,,,
2018-19,C,8,,,Del Norte,,,All,All,RA,15,53.8,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0,0.133,0.867,,,
2018-19,C,8,,,Del Norte,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,8,,,Del Norte,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,8,,,Del Norte,,,All,All,RH,67,24.6,15.8,8.8,0.0,0.0,0.0,0.0,0.0,0,0.149,0.851,,,
2018-19,C,8,,,Del Norte,,,All,All,RI,57,11.6,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.105,0.14,0.754,,,
2018-19,C,8,,,Del Norte,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,8,,,Del Norte,,,All,All,RT,14,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.214,0.071,0.714,,,
2018-19,C,8,,,Del Norte,,,All,All,RW,168,14.8,0.0,13.3,0.0,0.0,2.4,0.0,0.6,0.137,0.071,0.762,,,
2018-19,C,8,,,Del Norte,,,All,All,SD,50,4.2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.2,0.24,0.48,,,
2018-19,C,8,,,Del Norte,,,All,All,SE,12,18.2,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0,0.083,0.917,,,
2018-19,C,8,,,Del Norte,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2018-19,C,8,,,Del Norte,,,All,All,SH,38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.132,0.184,0.658,,,
2018-19,C,8,,,Del Norte,,,All,All,SS,241,17.3,5.9,5.9,0.0,0.0,1.7,0.0,0.4,0.1,0.112,0.768,,,
2018-19,C,8,,,Del Norte,,,All,All,TA,331,19.5,4.6,10.7,0.0,0.0,1.2,0.0,0.3,0.097,0.1,0.789,,,
2018-19,C,9,,,El Dorado,,,All,All,GF,1088,55.1,16.1,33.5,0.4,0.0,0.4,0.2,1.4,0.015,0.028,0.935,,,
